# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1       1     0.07470     0.33188     0.09307   -4.479093745   -5.045299223   -0.566205478
     1       1     0.13594     0.39311     0.03184   -3.937407229   -4.509112348   -0.571705119
     1       1     0.19717     0.45434    -0.02939   -3.214308908   -3.826761537   -0.612452628
     1       1     0.25840     0.51558    -0.09062   -2.566668989   -3.182643848   -0.615974859
     1       1    -0.29269    -0.03551     0.46047   -2.822471406   -3.438488917   -0.616017511
     1       1    -0.23146     0.02572     0.39924   -3.565530416   -4.172612506   -0.607082091
     1       1    -0.17023     0.08695     0.33800   -4.212530807   -4.781486312   -0.568955505
     1       1    -0.04776     0.08695     0.33800   -4.478053997   -5.042806085   -0.564752088
     1       1     0.01347     0.14818     0.27677   -4.769418450   -5.312097376   -0.542678926
     1       1     0.07470     0.20942     0.21554   -4.809957136   -5.351786437   -0.541829300
     1       1     0.13594     0.27065     0.15431   -4.599668601   -5.160809692   -0.561141091
