# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1       2     0.09338     0.41485    -0.18982    3.671829466   -5.234045831   -8.905875298
     1       2    -0.44240    -0.12093     0.34596    2.841695462   -5.845229344   -8.686924806
     1       2    -0.36586    -0.04439     0.26942    3.829660249   -5.051568683   -8.881228932
     1       2    -0.28932     0.03215     0.19288    5.177638801   -3.835039782   -9.012678583
     1       2    -0.21278     0.10869     0.11634    6.089186907   -2.921775441   -9.010962348
     1       2    -0.13624     0.18523     0.19288    5.333768826   -3.579179396   -8.912948222
     1       2    -0.05970     0.26177     0.11634    5.988032234   -3.047091196   -9.035123430
     1       2     0.01684     0.33831     0.03980    5.623025367   -3.607168305   -9.230193673
     1       2     0.09338     0.41485    -0.03674    4.317497160   -4.600848597   -8.918345757
     1       2     0.16992     0.49139    -0.11328    3.015069510   -5.796428456   -8.811497967
     1       2    -0.36586    -0.04439     0.42250    2.896577483   -5.811341897   -8.707919381
     1       2    -0.28932     0.03215     0.34596    3.895243913   -5.011815132   -8.907059045
     1       2    -0.21278     0.10869     0.26942    4.626872151   -4.232760768   -8.859632919
     1       2    -0.05970     0.10869     0.26942    5.967038804   -3.078943935   -9.045982739
     1       2     0.01684     0.18523     0.19288    6.326409274   -2.717295004   -9.043704278
     1       2     0.09338     0.26177     0.11634    5.713317200   -3.238498126   -8.951815326
     1       2     0.16992     0.33831     0.03980    4.820257853   -4.133224032   -8.953481885
     1       2     0.24646     0.41485    -0.03674    3.589216528   -5.317241897   -8.906458425
     1       2    -0.28932    -0.12093     0.49904    2.781195235   -5.977342516   -8.758537751
     1       2    -0.21278    -0.04439     0.42250    3.679813450   -5.229656153   -8.909469604
     1       2    -0.13624     0.03215     0.34596    4.999244677   -3.924196754   -8.923441432
     1       2     0.01684     0.03215     0.34596    5.524450451   -3.682094699   -9.206545151
     1       2     0.09338     0.10869     0.26942    5.699636233   -3.244402334   -8.944038567
     1       2     0.16992     0.18523     0.19288    5.007267342   -3.810407038   -8.817674380
     1       2     0.24646     0.26177     0.11634    4.339446516   -4.461550768   -8.800997284
     1       2     0.32300     0.33831     0.03980    3.687880438   -5.060591846   -8.748472284
     1       2     0.39954     0.41485    -0.03674    2.781851806   -5.921957504   -8.703809310
     1       2    -0.13624    -0.12093     0.49904    2.999910556   -5.792879160   -8.792789715
     1       2    -0.05970    -0.04439     0.42250    4.282669476   -4.644138591   -8.926808067
     1       2     0.09338    -0.04439     0.42250    4.200569569   -4.720635356   -8.921204926
     1       2     0.16992     0.03215     0.34596    4.768274615   -4.182574304   -8.950848919
     1       2     0.24646     0.10869     0.26942    4.341919855   -4.505091365   -8.847011220
     1       2     0.32300     0.18523     0.19288    3.727791954   -5.042766149   -8.770558103
     1       2     0.39954     0.26177     0.11634    3.269383745   -5.476953234   -8.746336979
     1       2     0.47608     0.33831     0.03980    2.716632131   -6.154577810   -8.871209942
