# neig  =      160
# vol   =  0.231463523E+04
# nspin =        1
#       eig (eV)   abs(dipole)^2      Re(dipole)    Im(dipole)
  0.17757992E+02  0.11005732E-13  0.99641240E-07 -0.32823094E-07
  0.17762635E+02  0.25207606E-14  0.47681143E-07 -0.15724795E-07
  0.17847645E+02  0.51427414E-14 -0.68107590E-07  0.22452119E-07
  0.18043901E+02  0.82165565E-02  0.86090250E-01 -0.28372969E-01
  0.18043901E+02  0.64146768E-02 -0.76066127E-01  0.25072318E-01
  0.18094757E+02  0.20033222E-02  0.42510071E-01 -0.14007717E-01
  0.18094757E+02  0.16171600E-02 -0.38193409E-01  0.12586640E-01
  0.18120009E+02  0.33085410E-12  0.54630320E-06 -0.18001921E-06
  0.18166942E+02  0.82823258E-13  0.27335699E-06 -0.89995633E-07
  0.18180506E+02  0.25220392E-13 -0.15083023E-06  0.49705473E-07
  0.18187034E+02  0.10033198E-14  0.30083595E-07 -0.99144923E-08
  0.18256479E+02  0.17829174E-12  0.40103981E-06 -0.13213177E-06
  0.18283151E+02  0.10745574E+00  0.31133640E+00 -0.10259334E+00
  0.18283151E+02  0.31723550E-01  0.16915810E+00 -0.55759189E-01
  0.18479694E+02  0.13488526E-11  0.11028464E-05 -0.36411868E-06
  0.18481400E+02  0.12817259E-11 -0.10752111E-05  0.35446722E-06
  0.18484714E+02  0.12250403E-11  0.10512067E-05 -0.34641694E-06
  0.18659913E+02  0.11570562E-11  0.10216200E-05 -0.33667325E-06
  0.18683651E+02  0.41112393E-02  0.60897841E-01 -0.20067194E-01
  0.18683651E+02  0.32380354E-02  0.54048036E-01 -0.17800147E-01
  0.18738700E+02  0.49890680E-03  0.21214052E-01 -0.69907654E-02
  0.18738700E+02  0.21098784E-02 -0.43625393E-01  0.14377186E-01
  0.18830464E+02  0.16628981E-13 -0.12247488E-06  0.40359444E-07
  0.19023210E+02  0.55023967E-14  0.70451394E-07 -0.23216324E-07
  0.19083891E+02  0.70605091E-05  0.25236610E-02 -0.83165137E-03
  0.19083891E+02  0.12821671E-02 -0.34007768E-01  0.11208874E-01
  0.19379264E+02  0.17433308E-14 -0.39656019E-07  0.13066406E-07
  0.19560599E+02  0.32971727E-15  0.17245873E-07 -0.56830578E-08
  0.19574205E+02  0.71096041E-16 -0.80081739E-08  0.26391650E-08
  0.19818856E+02  0.35629780E-01  0.17927463E+00 -0.59079510E-01
  0.19818856E+02  0.23503915E-01 -0.14567284E+00  0.47784293E-01
  0.20403040E+02  0.39141141E-02  0.59419763E-01 -0.19580753E-01
  0.20403040E+02  0.21594224E-02  0.44136267E-01 -0.14540023E-01
  0.20405235E+02  0.10228202E-10 -0.30374497E-05  0.10010501E-05
  0.20476077E+02  0.89812039E-04  0.90007475E-02 -0.29662405E-02
  0.20476077E+02  0.10854887E-03 -0.98949337E-02  0.32617725E-02
  0.20736264E+02  0.14622237E-05  0.11485022E-02 -0.37837347E-03
  0.20736264E+02  0.77127161E-03  0.26376369E-01 -0.86924551E-02
  0.20742422E+02  0.59227136E-11  0.23113124E-05 -0.76193726E-06
  0.20796790E+02  0.27794584E-13 -0.15834499E-06  0.52167512E-07
  0.20848269E+02  0.11630784E-13 -0.10242715E-06  0.33755945E-07
  0.20993053E+02  0.10483241E-01 -0.97243772E-01  0.32045122E-01
  0.20993053E+02  0.15470973E-01  0.11813171E+00 -0.38934196E-01
  0.21180387E+02  0.15216871E-03  0.11715875E-01 -0.38609570E-02
  0.21180387E+02  0.10470378E-02 -0.30732235E-01  0.10127563E-01
  0.21192180E+02  0.34718685E-11 -0.17696770E-05  0.58319092E-06
  0.21353969E+02  0.13275886E-03  0.10943266E-01 -0.36060750E-02
  0.21353969E+02  0.97697799E-04  0.93879013E-02 -0.30927509E-02
  0.21380533E+02  0.17942843E-13 -0.12722085E-06  0.41924922E-07
  0.21409070E+02  0.33233998E-13 -0.17309938E-06  0.57189185E-07
  0.21413688E+02  0.28625967E-13  0.16069110E-06 -0.52955997E-07
  0.21467261E+02  0.12364018E-14 -0.33396389E-07  0.11003773E-07
  0.21668374E+02  0.29812161E-14 -0.51857039E-07  0.17089868E-07
  0.21691055E+02  0.47449043E-16  0.65415627E-08 -0.21580086E-08
  0.21697475E+02  0.48861543E-16 -0.66388070E-08  0.21881006E-08
  0.21730404E+02  0.25161035E-16 -0.47640735E-08  0.15699166E-08
  0.21888356E+02  0.17111466E-14  0.39287816E-07 -0.12946587E-07
  0.22182842E+02  0.79009902E-02 -0.84421684E-01  0.27820307E-01
  0.22182842E+02  0.87290743E-03  0.28060337E-01 -0.92479698E-02
  0.22372211E+02  0.40199820E-01 -0.19040818E+00  0.62805614E-01
  0.22372211E+02  0.25340887E+00  0.47809713E+00 -0.15758175E+00
  0.22372283E+02  0.63798129E-07  0.23989417E-03 -0.79050095E-04
  0.23089290E+02  0.17815380E-15 -0.12677005E-07  0.41770016E-08
  0.23109459E+02  0.10708125E-13  0.98283558E-07 -0.32380049E-07
  0.23512376E+02  0.45767762E-15  0.20305458E-07 -0.67354293E-08
  0.23548276E+02  0.33183208E-02 -0.54703555E-01  0.18051091E-01
  0.23548276E+02  0.18460003E-02  0.40802694E-01 -0.13458841E-01
  0.24113381E+02  0.37364467E-08  0.58055608E-04 -0.19130945E-04
  0.24113381E+02  0.89955649E-08  0.90071968E-04 -0.29708676E-04
  0.24195885E+02  0.10155410E-01  0.95712825E-01 -0.31535133E-01
  0.24195885E+02  0.74780083E-02 -0.82130799E-01  0.27065479E-01
  0.24318471E+02  0.10820342E-06  0.31242061E-03 -0.10294068E-03
  0.24318471E+02  0.35560484E-03 -0.17909142E-01  0.59048702E-02
  0.24677347E+02  0.67780693E-15 -0.24728153E-07  0.81440408E-08
  0.24710108E+02  0.53436502E-14 -0.69428210E-07  0.22877366E-07
  0.24893134E+02  0.61527843E-18  0.74417236E-09 -0.24796356E-09
  0.26701970E+02  0.31103683E-14  0.52967726E-07 -0.17458188E-07
  0.27418603E+02  0.12912971E-13  0.10792717E-06 -0.35562582E-07
  0.28316792E+02  0.15800187E-02 -0.37785946E-01  0.12338597E-01
  0.28316792E+02  0.25372517E-02 -0.47836238E-01  0.15778023E-01
  0.30268330E+02  0.33448472E-16  0.54934085E-08 -0.18085729E-08
  0.32861271E+02  0.10881652E-13  0.99070726E-07 -0.32659510E-07
  0.33001536E+02  0.89070381E-14  0.89634588E-07 -0.29541137E-07
  0.33095285E+02  0.42102857E-02  0.61626280E-01 -0.20309783E-01
  0.33095285E+02  0.67028501E-02  0.77758161E-01 -0.25622616E-01
  0.33494717E+02  0.17636085E-14  0.39885656E-07 -0.13143172E-07
  0.34614805E+02  0.47752876E-16  0.65634477E-08 -0.21619504E-08
  0.34983701E+02  0.13074706E-15  0.10859959E-07 -0.35788743E-08
  0.36176894E+02  0.20631703E-03 -0.13641819E-01  0.44964200E-02
  0.36176894E+02  0.82558067E-04  0.86293612E-02 -0.28446779E-02
  0.36493146E+02  0.62082769E-14 -0.74839188E-07  0.24644936E-07
  0.36555757E+02  0.31940402E-05 -0.16974860E-02  0.55908981E-03
  0.36555757E+02  0.47181602E-04 -0.65238184E-02  0.21497432E-02
  0.36578151E+02  0.90498999E-18 -0.90341760E-09  0.29803798E-09
  0.36753428E+02  0.20027808E-14 -0.42503271E-07  0.14009023E-07
  0.36875575E+02  0.16080222E-03 -0.12043492E-01  0.39694485E-02
  0.36875575E+02  0.90664227E-03  0.28598246E-01 -0.94224505E-02
  0.37238718E+02  0.24255956E-13  0.14791840E-06 -0.48745300E-07
  0.38267483E+02  0.30457348E-15  0.16575520E-07 -0.54612823E-08
  0.38833668E+02  0.47826889E-19 -0.20771590E-09  0.68417787E-10
  0.39340875E+02  0.49317747E-17  0.21092026E-08 -0.69501025E-09
  0.39850771E+02  0.35265907E-06 -0.56401214E-03  0.18587465E-03
  0.39850771E+02  0.72163016E-06  0.80679651E-03 -0.26591269E-03
  0.39870482E+02  0.67927508E-15 -0.24753985E-07  0.81556918E-08
  0.40115171E+02  0.32584388E-08 -0.54212425E-04  0.17873213E-04
  0.40115171E+02  0.47925317E-05 -0.20797333E-02  0.68355050E-03
  0.40339780E+02  0.43071198E-16 -0.62341762E-08  0.20509131E-08
  0.40665872E+02  0.32170047E-16  0.53871183E-08 -0.17745430E-08
  0.41992975E+02  0.92025739E-16 -0.91114163E-08  0.30013049E-08
  0.42591681E+02  0.34875704E-15 -0.17736775E-07  0.58449846E-08
