
 a1 =   6.141609905   0.000000000   0.000000000
 a2 =  -3.070804952   5.318790197   0.000000000
 a3 =   0.000000000   0.000000000   9.826575848

 b1 =   1.023051839   0.590659255  -0.000000000
 b2 =   0.000000000   1.181318509   0.000000000
 b3 =   0.000000000  -0.000000000   0.639407399

 volume = 320.994283565

 cutoff = 40.000000000

 grid = ( 13 13 19 ) -- minimal
        ( 13 13 20 ) -- factors 2, 3, 5, 7, 1*11, 1*13
        ( 15 15 20 ) -- factors 2, 3, 5

 gmax = ( 6 6 9 )

 ng = 1387

     n   g1    g2    g3     gx        gy        gz        ekin
   856     1    -1     6     1.023    -0.591     3.836    16.113819023
   857     1    -1     7     1.023    -0.591     4.476    21.428762713
   858     1    -1     8     1.023    -0.591     5.115    27.561390048
   859     1    -1     9     1.023    -0.591     5.755    34.511701027
   860     1     0    -9     1.023     0.591    -5.755    34.511701027
   861     1     0    -8     1.023     0.591    -5.115    27.561390048
   862     1     0    -7     1.023     0.591    -4.476    21.428762713
   863     1     0    -6     1.023     0.591    -3.836    16.113819023
   864     1     0    -5     1.023     0.591    -3.197    11.616558978
   865     1     0    -4     1.023     0.591    -2.558     7.936982577
   866     1     0    -3     1.023     0.591    -1.918     5.075089821
   867     1     0    -2     1.023     0.591    -1.279     3.030880709
   868     1     0    -1     1.023     0.591    -0.639     1.804355242
   869     1     0     0     1.023     0.591     0.000     1.395513420
   870     1     0     1     1.023     0.591     0.639     1.804355242
   871     1     0     2     1.023     0.591     1.279     3.030880709
   872     1     0     3     1.023     0.591     1.918     5.075089821
   873     1     0     4     1.023     0.591     2.558     7.936982577
   874     1     0     5     1.023     0.591     3.197    11.616558978
   875     1     0     6     1.023     0.591     3.836    16.113819023
   876     1     0     7     1.023     0.591     4.476    21.428762713
   877     1     0     8     1.023     0.591     5.115    27.561390048
   878     1     0     9     1.023     0.591     5.755    34.511701027
   879     1     1    -9     1.023     1.772    -5.755    37.302727868
   880     1     1    -8     1.023     1.772    -5.115    30.352416889
   881     1     1    -7     1.023     1.772    -4.476    24.219789554
   882     1     1    -6     1.023     1.772    -3.836    18.904845864
   883     1     1    -5     1.023     1.772    -3.197    14.407585819
   884     1     1    -4     1.023     1.772    -2.558    10.728009418
   885     1     1    -3     1.023     1.772    -1.918     7.866116662
   886     1     1    -2     1.023     1.772    -1.279     5.821907550
   887     1     1    -1     1.023     1.772    -0.639     4.595382083
   888     1     1     0     1.023     1.772     0.000     4.186540261
   889     1     1     1     1.023     1.772     0.639     4.595382083
   890     1     1     2     1.023     1.772     1.279     5.821907550
   891     1     1     3     1.023     1.772     1.918     7.866116662
   892     1     1     4     1.023     1.772     2.558    10.728009418
   893     1     1     5     1.023     1.772     3.197    14.407585819
   894     1     1     6     1.023     1.772     3.836    18.904845864
   895     1     1     7     1.023     1.772     4.476    24.219789554
   896     1     1     8     1.023     1.772     5.115    30.352416889
   897     1     1     9     1.023     1.772     5.755    37.302727868
   898     1     2    -8     1.023     2.953    -5.115    35.934470571
   899     1     2    -7     1.023     2.953    -4.476    29.801843236
   900     1     2    -6     1.023     2.953    -3.836    24.486899546
   901     1     2    -5     1.023     2.953    -3.197    19.989639501
   902     1     2    -4     1.023     2.953    -2.558    16.310063100
   903     1     2    -3     1.023     2.953    -1.918    13.448170344
   904     1     2    -2     1.023     2.953    -1.279    11.403961232
   905     1     2    -1     1.023     2.953    -0.639    10.177435765
   906     1     2     0     1.023     2.953     0.000     9.768593943
   907     1     2     1     1.023     2.953     0.639    10.177435765
   908     1     2     2     1.023     2.953     1.279    11.403961232
   909     1     2     3     1.023     2.953     1.918    13.448170344
   910     1     2     4     1.023     2.953     2.558    16.310063100
   911     1     2     5     1.023     2.953     3.197    19.989639501
   912     1     2     6     1.023     2.953     3.836    24.486899546
   913     1     2     7     1.023     2.953     4.476    29.801843236
   914     1     2     8     1.023     2.953     5.115    35.934470571
   915     1     3    -7     1.023     4.135    -4.476    38.174923759
   916     1     3    -6     1.023     4.135    -3.836    32.859980069
   917     1     3    -5     1.023     4.135    -3.197    28.362720024
   918     1     3    -4     1.023     4.135    -2.558    24.683143623
   919     1     3    -3     1.023     4.135    -1.918    21.821250867
   920     1     3    -2     1.023     4.135    -1.279    19.777041756
   921     1     3    -1     1.023     4.135    -0.639    18.550516289
   922     1     3     0     1.023     4.135     0.000    18.141674466
   923     1     3     1     1.023     4.135     0.639    18.550516289
   924     1     3     2     1.023     4.135     1.279    19.777041756
   925     1     3     3     1.023     4.135     1.918    21.821250867
   926     1     3     4     1.023     4.135     2.558    24.683143623
   927     1     3     5     1.023     4.135     3.197    28.362720024
   928     1     3     6     1.023     4.135     3.836    32.859980069
   929     1     3     7     1.023     4.135     4.476    38.174923759
   930     1     4    -5     1.023     5.316    -3.197    39.526827388
   931     1     4    -4     1.023     5.316    -2.558    35.847250988
   932     1     4    -3     1.023     5.316    -1.918    32.985358232
   933     1     4    -2     1.023     5.316    -1.279    30.941149120
   934     1     4    -1     1.023     5.316    -0.639    29.714623653
   935     1     4     0     1.023     5.316     0.000    29.305781831
   936     1     4     1     1.023     5.316     0.639    29.714623653
   937     1     4     2     1.023     5.316     1.279    30.941149120
   938     1     4     3     1.023     5.316     1.918    32.985358232
   939     1     4     4     1.023     5.316     2.558    35.847250988
   940     1     4     5     1.023     5.316     3.197    39.526827388
   941     2    -6    -1     2.046    -5.907    -0.639    39.483217600
   942     2    -6     0     2.046    -5.907     0.000    39.074375777
   943     2    -6     1     2.046    -5.907     0.639    39.483217600
   944     2    -5    -5     2.046    -4.725    -3.197    36.735800549
   945     2    -5    -4     2.046    -4.725    -2.558    33.056224148
   946     2    -5    -3     2.046    -4.725    -1.918    30.194331392
   947     2    -5    -2     2.046    -4.725    -1.279    28.150122281
   948     2    -5    -1     2.046    -4.725    -0.639    26.923596814
   949     2    -5     0     2.046    -4.725     0.000    26.514754992
   950     2    -5     1     2.046    -4.725     0.639    26.923596814
   951     2    -5     2     2.046    -4.725     1.279    28.150122281
   952     2    -5     3     2.046    -4.725     1.918    30.194331392
   953     2    -5     4     2.046    -4.725     2.558    33.056224148
   954     2    -5     5     2.046    -4.725     3.197    36.735800549
   955     2    -4    -7     2.046    -3.544    -4.476    36.779410340
   956     2    -4    -6     2.046    -3.544    -3.836    31.464466650
   957     2    -4    -5     2.046    -3.544    -3.197    26.967206605
   958     2    -4    -4     2.046    -3.544    -2.558    23.287630204
   959     2    -4    -3     2.046    -3.544    -1.918    20.425737448
   960     2    -4    -2     2.046    -3.544    -1.279    18.381528336
   961     2    -4    -1     2.046    -3.544    -0.639    17.155002869
   962     2    -4     0     2.046    -3.544     0.000    16.746161047
   963     2    -4     1     2.046    -3.544     0.639    17.155002869
   964     2    -4     2     2.046    -3.544     1.279    18.381528336
   965     2    -4     3     2.046    -3.544     1.918    20.425737448
   966     2    -4     4     2.046    -3.544     2.558    23.287630204
   967     2    -4     5     2.046    -3.544     3.197    26.967206605
   968     2    -4     6     2.046    -3.544     3.836    31.464466650
   969     2    -4     7     2.046    -3.544     4.476    36.779410340
   970     2    -3    -8     2.046    -2.363    -5.115    35.934470571
   971     2    -3    -7     2.046    -2.363    -4.476    29.801843237
   972     2    -3    -6     2.046    -2.363    -3.836    24.486899547
   973     2    -3    -5     2.046    -2.363    -3.197    19.989639501
   974     2    -3    -4     2.046    -2.363    -2.558    16.310063100
   975     2    -3    -3     2.046    -2.363    -1.918    13.448170344
   976     2    -3    -2     2.046    -2.363    -1.279    11.403961233
   977     2    -3    -1     2.046    -2.363    -0.639    10.177435766
   978     2    -3     0     2.046    -2.363     0.000     9.768593944
   979     2    -3     1     2.046    -2.363     0.639    10.177435766
   980     2    -3     2     2.046    -2.363     1.279    11.403961233
   981     2    -3     3     2.046    -2.363     1.918    13.448170344
   982     2    -3     4     2.046    -2.363     2.558    16.310063100
   983     2    -3     5     2.046    -2.363     3.197    19.989639501
   984     2    -3     6     2.046    -2.363     3.836    24.486899547
   985     2    -3     7     2.046    -2.363     4.476    29.801843237
   986     2    -3     8     2.046    -2.363     5.115    35.934470571
   987     2    -2    -9     2.046    -1.181    -5.755    38.698241288
   988     2    -2    -8     2.046    -1.181    -5.115    31.747930309
   989     2    -2    -7     2.046    -1.181    -4.476    25.615302974
   990     2    -2    -6     2.046    -1.181    -3.836    20.300359284
   991     2    -2    -5     2.046    -1.181    -3.197    15.803099239
   992     2    -2    -4     2.046    -1.181    -2.558    12.123522838
   993     2    -2    -3     2.046    -1.181    -1.918     9.261630082
   994     2    -2    -2     2.046    -1.181    -1.279     7.217420971
   995     2    -2    -1     2.046    -1.181    -0.639     5.990895504
   996     2    -2     0     2.046    -1.181     0.000     5.582053681
   997     2    -2     1     2.046    -1.181     0.639     5.990895504
   998     2    -2     2     2.046    -1.181     1.279     7.217420971
   999     2    -2     3     2.046    -1.181     1.918     9.261630082
  1000     2    -2     4     2.046    -1.181     2.558    12.123522838
  1001     2    -2     5     2.046    -1.181     3.197    15.803099239
  1002     2    -2     6     2.046    -1.181     3.836    20.300359284
  1003     2    -2     7     2.046    -1.181     4.476    25.615302974
  1004     2    -2     8     2.046    -1.181     5.115    31.747930309
  1005     2    -2     9     2.046    -1.181     5.755    38.698241288
  1006     2    -1    -9     2.046    -0.000    -5.755    37.302727867
  1007     2    -1    -8     2.046    -0.000    -5.115    30.352416888
  1008     2    -1    -7     2.046    -0.000    -4.476    24.219789553
  1009     2    -1    -6     2.046    -0.000    -3.836    18.904845863
  1010     2    -1    -5     2.046    -0.000    -3.197    14.407585818
  1011     2    -1    -4     2.046    -0.000    -2.558    10.728009417
  1012     2    -1    -3     2.046    -0.000    -1.918     7.866116661
  1013     2    -1    -2     2.046    -0.000    -1.279     5.821907550
  1014     2    -1    -1     2.046    -0.000    -0.639     4.595382083
  1015     2    -1     0     2.046    -0.000     0.000     4.186540260
  1016     2    -1     1     2.046    -0.000     0.639     4.595382083
  1017     2    -1     2     2.046    -0.000     1.279     5.821907550
  1018     2    -1     3     2.046    -0.000     1.918     7.866116661
  1019     2    -1     4     2.046    -0.000     2.558    10.728009417
  1020     2    -1     5     2.046    -0.000     3.197    14.407585818
  1021     2    -1     6     2.046    -0.000     3.836    18.904845863
  1022     2    -1     7     2.046    -0.000     4.476    24.219789553
  1023     2    -1     8     2.046    -0.000     5.115    30.352416888
  1024     2    -1     9     2.046    -0.000     5.755    37.302727867
  1025     2     0    -9     2.046     1.181    -5.755    38.698241287
  1026     2     0    -8     2.046     1.181    -5.115    31.747930308
  1027     2     0    -7     2.046     1.181    -4.476    25.615302973
  1028     2     0    -6     2.046     1.181    -3.836    20.300359283
  1029     2     0    -5     2.046     1.181    -3.197    15.803099238
  1030     2     0    -4     2.046     1.181    -2.558    12.123522837
  1031     2     0    -3     2.046     1.181    -1.918     9.261630081
  1032     2     0    -2     2.046     1.181    -1.279     7.217420970
  1033     2     0    -1     2.046     1.181    -0.639     5.990895503
  1034     2     0     0     2.046     1.181     0.000     5.582053681
  1035     2     0     1     2.046     1.181     0.639     5.990895503
  1036     2     0     2     2.046     1.181     1.279     7.217420970
  1037     2     0     3     2.046     1.181     1.918     9.261630081
  1038     2     0     4     2.046     1.181     2.558    12.123522837
  1039     2     0     5     2.046     1.181     3.197    15.803099238
  1040     2     0     6     2.046     1.181     3.836    20.300359283
  1041     2     0     7     2.046     1.181     4.476    25.615302973
  1042     2     0     8     2.046     1.181     5.115    31.747930308
  1043     2     0     9     2.046     1.181     5.755    38.698241287
  1044     2     1    -8     2.046     2.363    -5.115    35.934470569
  1045     2     1    -7     2.046     2.363    -4.476    29.801843235
  1046     2     1    -6     2.046     2.363    -3.836    24.486899545
  1047     2     1    -5     2.046     2.363    -3.197    19.989639499
  1048     2     1    -4     2.046     2.363    -2.558    16.310063099
  1049     2     1    -3     2.046     2.363    -1.918    13.448170343
  1050     2     1    -2     2.046     2.363    -1.279    11.403961231
  1051     2     1    -1     2.046     2.363    -0.639    10.177435764
  1052     2     1     0     2.046     2.363     0.000     9.768593942
  1053     2     1     1     2.046     2.363     0.639    10.177435764
  1054     2     1     2     2.046     2.363     1.279    11.403961231
  1055     2     1     3     2.046     2.363     1.918    13.448170343
  1056     2     1     4     2.046     2.363     2.558    16.310063099
  1057     2     1     5     2.046     2.363     3.197    19.989639499
  1058     2     1     6     2.046     2.363     3.836    24.486899545
  1059     2     1     7     2.046     2.363     4.476    29.801843235
  1060     2     1     8     2.046     2.363     5.115    35.934470569
  1061     2     2    -7     2.046     3.544    -4.476    36.779410337
  1062     2     2    -6     2.046     3.544    -3.836    31.464466647
  1063     2     2    -5     2.046     3.544    -3.197    26.967206602
  1064     2     2    -4     2.046     3.544    -2.558    23.287630201
  1065     2     2    -3     2.046     3.544    -1.918    20.425737445
  1066     2     2    -2     2.046     3.544    -1.279    18.381528333
  1067     2     2    -1     2.046     3.544    -0.639    17.155002867
  1068     2     2     0     2.046     3.544     0.000    16.746161044
  1069     2     2     1     2.046     3.544     0.639    17.155002867
  1070     2     2     2     2.046     3.544     1.279    18.381528333
  1071     2     2     3     2.046     3.544     1.918    20.425737445
  1072     2     2     4     2.046     3.544     2.558    23.287630201
  1073     2     2     5     2.046     3.544     3.197    26.967206602
  1074     2     2     6     2.046     3.544     3.836    31.464466647
  1075     2     2     7     2.046     3.544     4.476    36.779410337
  1076     2     3    -5     2.046     4.725    -3.197    36.735800546
  1077     2     3    -4     2.046     4.725    -2.558    33.056224145
  1078     2     3    -3     2.046     4.725    -1.918    30.194331389
  1079     2     3    -2     2.046     4.725    -1.279    28.150122277
  1080     2     3    -1     2.046     4.725    -0.639    26.923596810
  1081     2     3     0     2.046     4.725     0.000    26.514754988
  1082     2     3     1     2.046     4.725     0.639    26.923596810
  1083     2     3     2     2.046     4.725     1.279    28.150122277
  1084     2     3     3     2.046     4.725     1.918    30.194331389
  1085     2     3     4     2.046     4.725     2.558    33.056224145
  1086     2     3     5     2.046     4.725     3.197    36.735800546
  1087     2     4    -1     2.046     5.907    -0.639    39.483217595
  1088     2     4     0     2.046     5.907     0.000    39.074375773
  1089     2     4     1     2.046     5.907     0.639    39.483217595
  1090     3    -6    -2     3.069    -5.316    -1.279    39.314229645
  1091     3    -6    -1     3.069    -5.316    -0.639    38.087704178
  1092     3    -6     0     3.069    -5.316     0.000    37.678862356
  1093     3    -6     1     3.069    -5.316     0.639    38.087704178
  1094     3    -6     2     3.069    -5.316     1.279    39.314229645
  1095     3    -5    -5     3.069    -4.135    -3.197    36.735800548
  1096     3    -5    -4     3.069    -4.135    -2.558    33.056224147
  1097     3    -5    -3     3.069    -4.135    -1.918    30.194331391
  1098     3    -5    -2     3.069    -4.135    -1.279    28.150122280
  1099     3    -5    -1     3.069    -4.135    -0.639    26.923596813
  1100     3    -5     0     3.069    -4.135     0.000    26.514754990
  1101     3    -5     1     3.069    -4.135     0.639    26.923596813
  1102     3    -5     2     3.069    -4.135     1.279    28.150122280
  1103     3    -5     3     3.069    -4.135     1.918    30.194331391
  1104     3    -5     4     3.069    -4.135     2.558    33.056224147
  1105     3    -5     5     3.069    -4.135     3.197    36.735800548
  1106     3    -4    -7     3.069    -2.953    -4.476    38.174923759
  1107     3    -4    -6     3.069    -2.953    -3.836    32.859980069
  1108     3    -4    -5     3.069    -2.953    -3.197    28.362720024
  1109     3    -4    -4     3.069    -2.953    -2.558    24.683143623
  1110     3    -4    -3     3.069    -2.953    -1.918    21.821250867
  1111     3    -4    -2     3.069    -2.953    -1.279    19.777041755
  1112     3    -4    -1     3.069    -2.953    -0.639    18.550516289
  1113     3    -4     0     3.069    -2.953     0.000    18.141674466
  1114     3    -4     1     3.069    -2.953     0.639    18.550516289
  1115     3    -4     2     3.069    -2.953     1.279    19.777041755
  1116     3    -4     3     3.069    -2.953     1.918    21.821250867
  1117     3    -4     4     3.069    -2.953     2.558    24.683143623
  1118     3    -4     5     3.069    -2.953     3.197    28.362720024
  1119     3    -4     6     3.069    -2.953     3.836    32.859980069
  1120     3    -4     7     3.069    -2.953     4.476    38.174923759
  1121     3    -3    -8     3.069    -1.772    -5.115    38.725497411
  1122     3    -3    -7     3.069    -1.772    -4.476    32.592870076
  1123     3    -3    -6     3.069    -1.772    -3.836    27.277926386
  1124     3    -3    -5     3.069    -1.772    -3.197    22.780666341
  1125     3    -3    -4     3.069    -1.772    -2.558    19.101089940
  1126     3    -3    -3     3.069    -1.772    -1.918    16.239197184
  1127     3    -3    -2     3.069    -1.772    -1.279    14.194988072
  1128     3    -3    -1     3.069    -1.772    -0.639    12.968462606
  1129     3    -3     0     3.069    -1.772     0.000    12.559620783
  1130     3    -3     1     3.069    -1.772     0.639    12.968462606
  1131     3    -3     2     3.069    -1.772     1.279    14.194988072
  1132     3    -3     3     3.069    -1.772     1.918    16.239197184
  1133     3    -3     4     3.069    -1.772     2.558    19.101089940
  1134     3    -3     5     3.069    -1.772     3.197    22.780666341
  1135     3    -3     6     3.069    -1.772     3.836    27.277926386
  1136     3    -3     7     3.069    -1.772     4.476    32.592870076
  1137     3    -3     8     3.069    -1.772     5.115    38.725497411
  1138     3    -2    -8     3.069    -0.591    -5.115    35.934470569
  1139     3    -2    -7     3.069    -0.591    -4.476    29.801843234
  1140     3    -2    -6     3.069    -0.591    -3.836    24.486899544
  1141     3    -2    -5     3.069    -0.591    -3.197    19.989639499
  1142     3    -2    -4     3.069    -0.591    -2.558    16.310063098
  1143     3    -2    -3     3.069    -0.591    -1.918    13.448170342
  1144     3    -2    -2     3.069    -0.591    -1.279    11.403961231
  1145     3    -2    -1     3.069    -0.591    -0.639    10.177435764
  1146     3    -2     0     3.069    -0.591     0.000     9.768593941
  1147     3    -2     1     3.069    -0.591     0.639    10.177435764
  1148     3    -2     2     3.069    -0.591     1.279    11.403961231
  1149     3    -2     3     3.069    -0.591     1.918    13.448170342
  1150     3    -2     4     3.069    -0.591     2.558    16.310063098
  1151     3    -2     5     3.069    -0.591     3.197    19.989639499
  1152     3    -2     6     3.069    -0.591     3.836    24.486899544
  1153     3    -2     7     3.069    -0.591     4.476    29.801843234
  1154     3    -2     8     3.069    -0.591     5.115    35.934470569
  1155     3    -1    -8     3.069     0.591    -5.115    35.934470568
  1156     3    -1    -7     3.069     0.591    -4.476    29.801843234
  1157     3    -1    -6     3.069     0.591    -3.836    24.486899544
  1158     3    -1    -5     3.069     0.591    -3.197    19.989639498
  1159     3    -1    -4     3.069     0.591    -2.558    16.310063098
  1160     3    -1    -3     3.069     0.591    -1.918    13.448170341
  1161     3    -1    -2     3.069     0.591    -1.279    11.403961230
  1162     3    -1    -1     3.069     0.591    -0.639    10.177435763
  1163     3    -1     0     3.069     0.591     0.000     9.768593941
  1164     3    -1     1     3.069     0.591     0.639    10.177435763
  1165     3    -1     2     3.069     0.591     1.279    11.403961230
  1166     3    -1     3     3.069     0.591     1.918    13.448170341
  1167     3    -1     4     3.069     0.591     2.558    16.310063098
  1168     3    -1     5     3.069     0.591     3.197    19.989639498
  1169     3    -1     6     3.069     0.591     3.836    24.486899544
  1170     3    -1     7     3.069     0.591     4.476    29.801843234
  1171     3    -1     8     3.069     0.591     5.115    35.934470568
  1172     3     0    -8     3.069     1.772    -5.115    38.725497409
  1173     3     0    -7     3.069     1.772    -4.476    32.592870074
  1174     3     0    -6     3.069     1.772    -3.836    27.277926384
  1175     3     0    -5     3.069     1.772    -3.197    22.780666339
  1176     3     0    -4     3.069     1.772    -2.558    19.101089938
  1177     3     0    -3     3.069     1.772    -1.918    16.239197182
  1178     3     0    -2     3.069     1.772    -1.279    14.194988070
  1179     3     0    -1     3.069     1.772    -0.639    12.968462603
  1180     3     0     0     3.069     1.772     0.000    12.559620781
  1181     3     0     1     3.069     1.772     0.639    12.968462603
  1182     3     0     2     3.069     1.772     1.279    14.194988070
  1183     3     0     3     3.069     1.772     1.918    16.239197182
  1184     3     0     4     3.069     1.772     2.558    19.101089938
  1185     3     0     5     3.069     1.772     3.197    22.780666339
  1186     3     0     6     3.069     1.772     3.836    27.277926384
  1187     3     0     7     3.069     1.772     4.476    32.592870074
  1188     3     0     8     3.069     1.772     5.115    38.725497409
  1189     3     1    -7     3.069     2.953    -4.476    38.174923756
  1190     3     1    -6     3.069     2.953    -3.836    32.859980066
  1191     3     1    -5     3.069     2.953    -3.197    28.362720020
  1192     3     1    -4     3.069     2.953    -2.558    24.683143620
  1193     3     1    -3     3.069     2.953    -1.918    21.821250864
  1194     3     1    -2     3.069     2.953    -1.279    19.777041752
  1195     3     1    -1     3.069     2.953    -0.639    18.550516285
  1196     3     1     0     3.069     2.953     0.000    18.141674463
  1197     3     1     1     3.069     2.953     0.639    18.550516285
  1198     3     1     2     3.069     2.953     1.279    19.777041752
  1199     3     1     3     3.069     2.953     1.918    21.821250864
  1200     3     1     4     3.069     2.953     2.558    24.683143620
  1201     3     1     5     3.069     2.953     3.197    28.362720020
  1202     3     1     6     3.069     2.953     3.836    32.859980066
  1203     3     1     7     3.069     2.953     4.476    38.174923756
  1204     3     2    -5     3.069     4.135    -3.197    36.735800543
  1205     3     2    -4     3.069     4.135    -2.558    33.056224143
  1206     3     2    -3     3.069     4.135    -1.918    30.194331386
  1207     3     2    -2     3.069     4.135    -1.279    28.150122275
  1208     3     2    -1     3.069     4.135    -0.639    26.923596808
  1209     3     2     0     3.069     4.135     0.000    26.514754986
  1210     3     2     1     3.069     4.135     0.639    26.923596808
  1211     3     2     2     3.069     4.135     1.279    28.150122275
  1212     3     2     3     3.069     4.135     1.918    30.194331386
  1213     3     2     4     3.069     4.135     2.558    33.056224143
  1214     3     2     5     3.069     4.135     3.197    36.735800543
  1215     3     3    -2     3.069     5.316    -1.279    39.314229639
  1216     3     3    -1     3.069     5.316    -0.639    38.087704172
  1217     3     3     0     3.069     5.316     0.000    37.678862350
  1218     3     3     1     3.069     5.316     0.639    38.087704172
  1219     3     3     2     3.069     5.316     1.279    39.314229639
  1220     4    -6    -1     4.092    -4.725    -0.639    39.483217597
  1221     4    -6     0     4.092    -4.725     0.000    39.074375775
  1222     4    -6     1     4.092    -4.725     0.639    39.483217597
  1223     4    -5    -5     4.092    -3.544    -3.197    39.526827387
  1224     4    -5    -4     4.092    -3.544    -2.558    35.847250986
  1225     4    -5    -3     4.092    -3.544    -1.918    32.985358230
  1226     4    -5    -2     4.092    -3.544    -1.279    30.941149119
  1227     4    -5    -1     4.092    -3.544    -0.639    29.714623652
  1228     4    -5     0     4.092    -3.544     0.000    29.305781830
  1229     4    -5     1     4.092    -3.544     0.639    29.714623652
  1230     4    -5     2     4.092    -3.544     1.279    30.941149119
  1231     4    -5     3     4.092    -3.544     1.918    32.985358230
  1232     4    -5     4     4.092    -3.544     2.558    35.847250986
  1233     4    -5     5     4.092    -3.544     3.197    39.526827387
  1234     4    -4    -6     4.092    -2.363    -3.836    37.046520329
  1235     4    -4    -5     4.092    -2.363    -3.197    32.549260283
  1236     4    -4    -4     4.092    -2.363    -2.558    28.869683883
  1237     4    -4    -3     4.092    -2.363    -1.918    26.007791126
  1238     4    -4    -2     4.092    -2.363    -1.279    23.963582015
  1239     4    -4    -1     4.092    -2.363    -0.639    22.737056548
  1240     4    -4     0     4.092    -2.363     0.000    22.328214726
  1241     4    -4     1     4.092    -2.363     0.639    22.737056548
  1242     4    -4     2     4.092    -2.363     1.279    23.963582015
  1243     4    -4     3     4.092    -2.363     1.918    26.007791126
  1244     4    -4     4     4.092    -2.363     2.558    28.869683883
  1245     4    -4     5     4.092    -2.363     3.197    32.549260283
  1246     4    -4     6     4.092    -2.363     3.836    37.046520329
  1247     4    -3    -7     4.092    -1.181    -4.476    38.174923756
  1248     4    -3    -6     4.092    -1.181    -3.836    32.859980066
  1249     4    -3    -5     4.092    -1.181    -3.197    28.362720021
  1250     4    -3    -4     4.092    -1.181    -2.558    24.683143620
  1251     4    -3    -3     4.092    -1.181    -1.918    21.821250864
  1252     4    -3    -2     4.092    -1.181    -1.279    19.777041752
  1253     4    -3    -1     4.092    -1.181    -0.639    18.550516285
  1254     4    -3     0     4.092    -1.181     0.000    18.141674463
  1255     4    -3     1     4.092    -1.181     0.639    18.550516285
  1256     4    -3     2     4.092    -1.181     1.279    19.777041752
  1257     4    -3     3     4.092    -1.181     1.918    21.821250864
  1258     4    -3     4     4.092    -1.181     2.558    24.683143620
  1259     4    -3     5     4.092    -1.181     3.197    28.362720021
  1260     4    -3     6     4.092    -1.181     3.836    32.859980066
  1261     4    -3     7     4.092    -1.181     4.476    38.174923756
  1262     4    -2    -7     4.092    -0.000    -4.476    36.779410334
  1263     4    -2    -6     4.092    -0.000    -3.836    31.464466644
  1264     4    -2    -5     4.092    -0.000    -3.197    26.967206599
  1265     4    -2    -4     4.092    -0.000    -2.558    23.287630198
  1266     4    -2    -3     4.092    -0.000    -1.918    20.425737442
  1267     4    -2    -2     4.092    -0.000    -1.279    18.381528331
  1268     4    -2    -1     4.092    -0.000    -0.639    17.155002864
  1269     4    -2     0     4.092    -0.000     0.000    16.746161042
  1270     4    -2     1     4.092    -0.000     0.639    17.155002864
  1271     4    -2     2     4.092    -0.000     1.279    18.381528331
  1272     4    -2     3     4.092    -0.000     1.918    20.425737442
  1273     4    -2     4     4.092    -0.000     2.558    23.287630198
  1274     4    -2     5     4.092    -0.000     3.197    26.967206599
  1275     4    -2     6     4.092    -0.000     3.836    31.464466644
  1276     4    -2     7     4.092    -0.000     4.476    36.779410334
  1277     4    -1    -7     4.092     1.181    -4.476    38.174923754
  1278     4    -1    -6     4.092     1.181    -3.836    32.859980064
  1279     4    -1    -5     4.092     1.181    -3.197    28.362720019
  1280     4    -1    -4     4.092     1.181    -2.558    24.683143618
  1281     4    -1    -3     4.092     1.181    -1.918    21.821250862
  1282     4    -1    -2     4.092     1.181    -1.279    19.777041750
  1283     4    -1    -1     4.092     1.181    -0.639    18.550516284
  1284     4    -1     0     4.092     1.181     0.000    18.141674461
  1285     4    -1     1     4.092     1.181     0.639    18.550516284
  1286     4    -1     2     4.092     1.181     1.279    19.777041750
  1287     4    -1     3     4.092     1.181     1.918    21.821250862
  1288     4    -1     4     4.092     1.181     2.558    24.683143618
  1289     4    -1     5     4.092     1.181     3.197    28.362720019
  1290     4    -1     6     4.092     1.181     3.836    32.859980064
  1291     4    -1     7     4.092     1.181     4.476    38.174923754
  1292     4     0    -6     4.092     2.363    -3.836    37.046520325
  1293     4     0    -5     4.092     2.363    -3.197    32.549260280
  1294     4     0    -4     4.092     2.363    -2.558    28.869683879
  1295     4     0    -3     4.092     2.363    -1.918    26.007791123
  1296     4     0    -2     4.092     2.363    -1.279    23.963582011
  1297     4     0    -1     4.092     2.363    -0.639    22.737056544
  1298     4     0     0     4.092     2.363     0.000    22.328214722
  1299     4     0     1     4.092     2.363     0.639    22.737056544
  1300     4     0     2     4.092     2.363     1.279    23.963582011
  1301     4     0     3     4.092     2.363     1.918    26.007791123
  1302     4     0     4     4.092     2.363     2.558    28.869683879
  1303     4     0     5     4.092     2.363     3.197    32.549260280
  1304     4     0     6     4.092     2.363     3.836    37.046520325
  1305     4     1    -5     4.092     3.544    -3.197    39.526827382
  1306     4     1    -4     4.092     3.544    -2.558    35.847250981
  1307     4     1    -3     4.092     3.544    -1.918    32.985358225
  1308     4     1    -2     4.092     3.544    -1.279    30.941149113
  1309     4     1    -1     4.092     3.544    -0.639    29.714623646
  1310     4     1     0     4.092     3.544     0.000    29.305781824
  1311     4     1     1     4.092     3.544     0.639    29.714623646
  1312     4     1     2     4.092     3.544     1.279    30.941149113
  1313     4     1     3     4.092     3.544     1.918    32.985358225
  1314     4     1     4     4.092     3.544     2.558    35.847250981
  1315     4     1     5     4.092     3.544     3.197    39.526827382
  1316     4     2    -1     4.092     4.725    -0.639    39.483217590
  1317     4     2     0     4.092     4.725     0.000    39.074375767
